train_model,test_model,features,fpr,tpr,AUC
DT,XGB,78,[0.         0.11764706 1.        ],[0. 1. 1.],0.9411764705882353
DT,SVM,79,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,79,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,79,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
DT,RF,79,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,79,[0.         0.11764706 1.        ],[0. 1. 1.],0.9411764705882353
DT,SVM,80,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,80,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,80,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
DT,RF,80,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,80,[0.         0.11764706 1.        ],[0. 1. 1.],0.9411764705882353
DT,SVM,81,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,81,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,81,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
DT,RF,81,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,81,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,SVM,82,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,82,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,82,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
DT,RF,82,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,82,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,SVM,83,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,83,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,83,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
DT,RF,83,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,83,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,SVM,84,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,84,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,84,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
DT,RF,84,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,84,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,SVM,85,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,85,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,85,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
DT,RF,85,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,85,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,86,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,86,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,86,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
DT,RF,86,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,86,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,87,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,87,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,87,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
DT,RF,87,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,87,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,88,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,88,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,88,[0.         0.05882353 1.        ],[0.         0.96268657 1.        ],0.9519315188762072
DT,RF,88,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,88,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,89,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,89,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,89,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
DT,RF,89,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,89,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,90,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,90,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,90,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
DT,RF,90,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,90,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,91,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,91,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,91,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
DT,RF,91,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,91,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,92,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,92,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,92,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
DT,RF,92,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,92,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,SVM,93,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,93,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,93,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
DT,RF,93,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,93,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,94,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,94,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,94,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
DT,RF,94,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,94,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,95,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,95,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,95,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
DT,RF,95,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,95,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,SVM,96,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,96,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,96,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
DT,RF,96,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,96,[0. 0. 1.],[0. 1. 1.],1.0
DT,SVM,97,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,97,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,97,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
DT,RF,97,[0. 0. 1.],[0. 1. 1.],1.0
DT,XGB,97,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,SVM,98,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,98,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,98,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
DT,RF,98,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,98,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,SVM,99,[0. 0. 1.],[0. 1. 1.],1.0
DT,LR,99,[0. 0. 1.],[0. 1. 1.],1.0
DT,DT,99,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
DT,RF,99,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
DT,XGB,99,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,20,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,20,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,20,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,20,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,20,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,21,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,21,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,21,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,21,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,21,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,22,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,22,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,22,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,22,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,22,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,23,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,23,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,23,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,23,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,23,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,24,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,24,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,24,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,24,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,24,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,25,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,25,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,25,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,25,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,25,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,26,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,26,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,26,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,26,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,26,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,SVM,27,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,27,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,27,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,27,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,27,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,28,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,28,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,28,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,28,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,28,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,29,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,29,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,29,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,29,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,29,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,30,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,30,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,30,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,30,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,30,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,31,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,31,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,31,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
RF,RF,31,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,31,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,32,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,32,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,32,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,32,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,32,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,33,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,33,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,33,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,33,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,33,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,34,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,34,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,34,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,34,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,34,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,35,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,35,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,35,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,35,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,35,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,36,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,36,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,36,[0. 0. 1.],[0.         0.97014925 1.        ],0.9850746268656716
RF,RF,36,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,36,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,37,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,37,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,37,[0.         0.11764706 1.        ],[0.         0.97014925 1.        ],0.9262510974539069
RF,RF,37,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,37,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,38,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,38,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,38,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,38,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,38,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,39,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,39,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,39,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
RF,RF,39,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,39,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,40,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,40,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,40,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,40,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,40,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,41,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,41,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,41,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,41,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,41,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,42,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,42,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,42,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
RF,RF,42,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,42,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,43,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,43,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,43,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,43,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,43,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,44,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,44,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,44,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
RF,RF,44,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,44,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,45,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,45,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,45,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,45,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,45,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,46,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,46,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,46,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,46,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,46,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,47,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,47,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,47,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,47,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,47,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,48,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,48,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,48,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,48,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,48,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,49,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,49,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,49,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,49,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,49,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,50,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,50,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,50,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,50,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,50,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,51,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,51,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,51,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,51,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,51,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,SVM,52,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,52,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,52,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,52,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,52,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,53,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,53,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,53,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,53,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,53,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,54,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,54,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,54,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,54,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,54,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,55,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,55,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,55,[0.         0.11764706 1.        ],[0.         0.97761194 1.        ],0.929982440737489
RF,RF,55,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,55,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,56,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,56,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,56,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,56,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,56,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,57,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,57,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,57,[0. 0. 1.],[0.         0.97014925 1.        ],0.9850746268656716
RF,RF,57,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,57,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,58,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,58,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,DT,58,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,58,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,58,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,59,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,59,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,59,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,59,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,59,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,60,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,60,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,60,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,60,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,60,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,61,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,61,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,61,[0. 0. 1.],[0. 1. 1.],1.0
RF,RF,61,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,61,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,62,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,62,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,62,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,62,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,62,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,63,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,63,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,63,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,63,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,63,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,64,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,64,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,64,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,64,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,64,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,65,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,65,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,65,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,65,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,65,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,66,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,66,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,66,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
RF,RF,66,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,66,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,67,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,67,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,67,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,67,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,67,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,68,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,68,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,68,[0.         0.05882353 1.        ],[0.         0.97761194 1.        ],0.9593942054433714
RF,RF,68,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,68,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,69,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,69,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,69,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,69,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,69,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,70,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,70,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,70,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,70,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,70,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,71,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,71,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,71,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,71,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,71,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,72,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,72,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,72,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,72,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,72,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,73,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,73,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,73,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
