train_model,test_model,features,AUC,accuracy (5-fold-Cross-Validation),accuracy,precision,recall,f1_score,MCC,J-index,incorrect predictions count
SVM,DT,67,0.825247525,0.907099081,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
SVM,RF,67,0.945049505,0.956894791,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,67,0.895049505,0.954673136,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,68,0.895049505,0.968232891,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,68,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,68,0.83019802,0.909397344,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,68,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,68,0.995049505,0.950127681,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,SVM,69,0.895049505,0.965960163,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,69,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,69,0.84009901,0.893564862,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,69,0.94009901,0.947829418,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,69,0.995049505,0.952374872,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,SVM,70,0.895049505,0.965960163,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,70,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,70,0.84009901,0.907073544,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,70,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,70,0.995049505,0.956920327,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,SVM,71,0.895049505,0.9659857,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,71,0.745049505,0.936491318,0.945945946,0.952380952,0.99009901,0.970873786,0.620546367,0.926143966,6
SVM,DT,71,0.835148515,0.900331971,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,71,0.945049505,0.952374872,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,71,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,72,0.895049505,0.9659857,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,72,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,72,0.83019802,0.913942799,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,72,0.94009901,0.950102145,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,72,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,73,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,73,0.745049505,0.936491318,0.945945946,0.952380952,0.99009901,0.970873786,0.620546367,0.926143966,6
SVM,DT,73,0.835148515,0.886721144,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,73,0.895049505,0.950076609,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,73,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,74,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,74,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,74,0.775247525,0.898059244,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
SVM,RF,74,0.99009901,0.947803882,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,XGB,74,0.845049505,0.950102145,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,75,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,75,0.745049505,0.936491318,0.945945946,0.952380952,0.99009901,0.970873786,0.620546367,0.926143966,6
SVM,DT,75,0.835148515,0.895837589,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,75,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,75,0.895049505,0.950102145,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,76,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,76,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,76,0.82029703,0.89351379,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
SVM,RF,76,0.84009901,0.9546476,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,XGB,76,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,77,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,77,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,77,0.83019802,0.911593463,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,77,0.895049505,0.956894791,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,77,0.895049505,0.950102145,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,78,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,78,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,78,0.83019802,0.886721144,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,78,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,78,0.895049505,0.950102145,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,79,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,79,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,79,0.84009901,0.916164454,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,79,0.94009901,0.952374872,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,79,0.895049505,0.950102145,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,80,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,80,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,80,0.835148515,0.900331971,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,80,0.945049505,0.954673136,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,80,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,81,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,81,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,81,0.84009901,0.913917263,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,81,0.94009901,0.959193054,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,81,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,82,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,82,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,82,0.84009901,0.904826353,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,82,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,82,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,83,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,83,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,83,0.82029703,0.898033708,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
SVM,RF,83,0.895049505,0.952349336,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,83,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,84,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,84,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,84,0.835148515,0.904800817,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,84,0.94009901,0.956894791,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,84,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,85,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,85,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,85,0.795049505,0.911644535,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,RF,85,0.895049505,0.950102145,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,85,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,86,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,86,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,86,0.84009901,0.895760981,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,86,0.895049505,0.954622063,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,86,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,87,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,87,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,87,0.84009901,0.920709908,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,87,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,87,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,88,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,88,0.795049505,0.93421859,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,88,0.84009901,0.909499489,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,88,0.945049505,0.956945863,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,88,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,89,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,89,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,89,0.84009901,0.907099081,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,89,0.945049505,0.959193054,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,89,0.845049505,0.950102145,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,90,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,90,0.79009901,0.93421859,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,90,0.895049505,0.904826353,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,RF,90,0.94009901,0.950076609,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,90,0.845049505,0.950102145,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,91,0.895049505,0.961440245,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,91,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,91,0.82029703,0.907124617,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
SVM,RF,91,0.94009901,0.952374872,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,91,0.845049505,0.952374872,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,92,0.895049505,0.961440245,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,92,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,92,0.815346535,0.911644535,0.90990991,0.969072165,0.930693069,0.949494949,0.543912275,0.771296049,10
SVM,RF,92,0.94009901,0.959167518,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,92,0.845049505,0.952374872,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,93,0.945049505,0.961440245,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,93,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,93,0.83019802,0.90942288,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,93,0.945049505,0.954622063,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,93,0.845049505,0.952374872,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,94,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,94,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,94,0.835148515,0.916215526,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,94,0.895049505,0.956894791,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,94,0.845049505,0.95921859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,95,0.945049505,0.963712972,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,95,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,95,0.835148515,0.898059244,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,95,0.89009901,0.956920327,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,95,0.845049505,0.954673136,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,96,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,96,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,96,0.835148515,0.893462717,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,96,0.895049505,0.954673136,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,96,0.845049505,0.954673136,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,97,0.89009901,0.963712972,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,LR,97,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,97,0.825247525,0.907073544,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
SVM,RF,97,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,97,0.845049505,0.954673136,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,98,0.89009901,0.963712972,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,LR,98,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,98,0.84009901,0.89808478,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,98,0.895049505,0.945582227,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,98,0.845049505,0.9546476,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,99,0.94009901,0.961440245,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,99,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,99,0.81039604,0.920709908,0.900900901,0.96875,0.920792079,0.944162437,0.519906932,0.742485059,11
SVM,RF,99,0.94009901,0.959167518,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,99,0.895049505,0.952400409,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,20,0.89009901,0.934167518,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,20,0.79009901,0.929698672,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,20,0.845049505,0.906996936,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,RF,20,0.94009901,0.956894791,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,20,0.89009901,0.952374872,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,SVM,21,0.89009901,0.936440245,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,21,0.79009901,0.927451481,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,21,0.79009901,0.913764045,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,21,0.84009901,0.959167518,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,XGB,21,0.84009901,0.9546476,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,SVM,22,0.84009901,0.9409857,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,LR,22,0.74009901,0.927425945,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
LR,DT,22,0.84009901,0.91154239,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,22,0.94009901,0.959193054,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,22,0.795049505,0.959193054,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,SVM,23,0.89009901,0.938738509,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,23,0.79009901,0.929698672,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,23,0.85,0.897931563,0.972972973,0.971153846,1,0.985365854,0.824504513,0.972972973,3
LR,RF,23,0.94009901,0.952374872,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,23,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,24,0.89009901,0.938738509,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,24,0.74009901,0.929698672,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
LR,DT,24,0.745049505,0.913764045,0.945945946,0.952380952,0.99009901,0.970873786,0.620546367,0.926143966,6
LR,RF,24,0.94009901,0.954622063,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,24,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,25,0.89009901,0.950076609,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,25,0.79009901,0.929698672,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,25,0.835148515,0.902502554,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,25,0.89009901,0.959167518,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,XGB,25,0.845049505,0.95921859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
